,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
2408,Sikago Tajagi,(2017),"
Drama, Fantasy, Romance            ",8.3,"
Writers that lived under Japanese rule in the 1930's are reincarnated into a bestselling writer who is in a slump, a mysterious ghostwriter and a devoted fan of the bestselling writer.","

    Stars:
Yoo Ah-in,
Lim Soo-jung,
Go Kyung-Pyo,
Si-Yang Kwak
","1,385",70.0,
5543,Auntie Claus,,"
Adventure, Comedy, Family            ",,"
A materialistic young girl learns the true nature of giving through her adventures at the North Pole with her eccentric aunt.","
    Director:
Kenny Ortega
",,,
8021, Jamtara: Sabka Number Ayega,(2020– ),"
Crime            ",7.1,"
A tragedy sends Sunny on the run, with the police and Brajesh's men on his trail. Dolly and Saurav hatch a plan to prove Brajesh's link to the incident.","
    Director:
Soumendra Padhi
|
    Stars:
Amit Sial,
Dibyendu Bhattacharya,
Aksha Pardasany,
Sparsh Srivastav
",90,25.0,
3562,Pete Davidson: Alive from New York,(2020 TV Special),"
Comedy            ",6.1,"
Comedian Pete Davidson's intimate and candid stand-up special shot live in New York City.","
    Director:
Jason Orley
|
    Stars:
Pete Davidson,
Elliot Schiff
","3,278",49.0,
6799, Dexter,(2006–2013),"
Crime, Drama, Mystery            ",8.7,"
Dexter discovers that the man is still alive who murdered his mother in front of him as a boy, and confronts the killer as part of his recovery from addiction - but he also discovers that old impulses die hard.","
    Director:
Keith Gordon
|
    Stars:
Michael C. Hall,
Julie Benz,
Jennifer Carpenter,
Erik King
","4,236",56.0,
7124, White Lines,(2020),"
Crime, Drama, Mystery            ",7.3,"
During a dinner meeting organized by David to honor Axel, old tension resurrect, ultimately causing Marcus to snap. Meanwhile, Zoe's marriage begins being put to the test.","
    Director:
Ashley Way
|
    Stars:
Laura Haddock,
Nuno Lopes,
Marta Milans,
Daniel Mays
",301,,
3526,Kuntilanak,(2018),"
Comedy, Family, Horror            ",4.8,"
Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.","
    Director:
Rizal Mantovani
|
    Stars:
Sandrinna Michelle,
Aurélie Moeremans,
Fero Walandouw,
Nena Rosier
",593,105.0,
778,Cuckoo,(II) (2012– ),"
Comedy            ",7.2,"
Cuckoo is every parent's worst nightmare - a slacker full of outlandish, New Age ideas.","

    Stars:
Greg Davies,
Helen Baxendale,
Tyger Drew-Honey,
Kenneth Collard
","8,399",30.0,
7359, The Protector,(2018–2020),"
Action, Fantasy, Sci-Fi            ",7.2,"
Hakan and the Loyal Ones hatch a scheme to gain Rüya's allegiance. Vizier demands Faysal's help in retrieving the last piece of the key.","
    Director:
Umut Aral
|
    Stars:
Çagatay Ulusoy,
Hazar Ergüçlü,
Okan Yalabik,
Funda Eryigit
",296,,
5019,Firebrand,(2019),"
Drama            ",5.2,"
The ups and downs of modern-day relationship take the spotlight in this contemporary, slice-of-life story.","
    Director:
Aruna Raje
|
    Stars:
Usha Jadhav,
Girish Kulkarni,
Sachin Khedekar,
Rajeshwari Sachdev
",262,116.0,
2127,Blanche comme neige,(2019),"
Comedy, Drama            ",5.3,"
Claire, a beautiful young woman works at her late father's hotel that is now managed by her evil stepmother Maud. Claire unwittingly sparks uncontrollable jealousy in Maud, whose young ...                See full summary »
","
    Director:
Anne Fontaine
|
    Stars:
Lou de Laâge,
Isabelle Huppert,
Charles Berling,
Damien Bonnard
",921,112.0,
2139,Hou lai de wo men,(2018),"
Drama, Romance            ",7.4,"
During the hectic chunyun period, 2 strangers traveling home meet on the train.","
    Director:
Rene Liu
|
    Stars:
Boran Jing,
Dongyu Zhou,
Zhuangzhuang Tian,
Zheming Qu
","3,425",120.0,
4822,Dino Girl Gauko,(2019– ),"
Animation, Comedy, Family            ",6.7,"
A children's animation on a seemingly typical girl who turns into a ferocious dinosaur when she is angry.","

    Stars:
Naoko Matsui,
Corina Boettger,
Laura Post,
Ben Diskin
",61,,
9419, The Empress,(2022– ),"
Drama, History, Romance            ",,"
Add a Plot
","
    Directors:
Florian Cossen,
Katrin Gebbe
|
    Stars:
Devrim Lingnau,
Philip Froissant
",,,
8407, El desorden que dejas,(2020),"
Crime, Drama, Mystery            ",6.9,"
After her privacy is violated and being threatened, Raquel attempts to command respect from her students. Roi opens up to Viruca in his essays.","
    Director:
Carlos Montero
|
    Stars:
Inma Cuesta,
Bárbara Lennie,
Tamar Novas,
Arón Piper
",185,47.0,
555,The Human Centipede (First Sequence),(2009),"
Horror            ",4.4,"
A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums.","
    Director:
Tom Six
|
    Stars:
Dieter Laser,
Ashley C. Williams,
Ashlynn Yennie,
Akihiro Kitamura
","75,214",92.0,$0.18M
7573, The Big Show Show,(2020),"
Comedy            ",7.0,"
The Big Show and Lola compete in the kitchen; Cassy embroiders the truth at an open house; Mandy learns that not all politicians play dirty.","
    Director:
Phill Lewis
|
    Stars:
Paul Wight,
Allison Munn,
Reylynn Caster,
Lily Brooks O'Briant
",108,26.0,
1389,Raat Akeli Hai,(2020),"
Crime, Drama, Mystery            ",7.3,"
The film follows a small town cop who is summoned to investigate the death of a politician which gets complicated by the victim's secretive family and his own conflicted heart.","
    Director:
Honey Trehan
|
    Stars:
Nawazuddin Siddiqui,
Radhika Apte,
Aditya Srivastav,
Padmavati Rao
","16,281",149.0,
6613, Bleach: Burîchi,(2004–2012),"
Animation, Action, Adventure            ",9.1,"
Rukia's execution begins as Ichigo and the others are rushing to Sookyoku Hill in an attempt to stop the ceremony.","
    Directors:
Noriyuki Abe,
Kumi Ichiguchi
|
    Stars:
Masakazu Morita,
Fumiko Orikasa,
Noriaki Sugiyama,
Hiroki Yasumoto
",215,25.0,
5663,Chiamatemi Francesco,(2016– ),"
Biography, Drama            ",7.5,"
A segment of Father Jorge Bergoglio's journey to papecy in a country torn apart by Argentine military dictator Jorge Rafael Videla.","

    Stars:
Rodrigo De la Serna,
Mercedes Morán,
Muriel Santa Ana,
Rafael Federman
",159,,
162,Pretty Little Liars,(2010–2017),"
Drama, Mystery, Romance            ",7.4,"
Four friends band together against an anonymous foe who threatens to reveal their darkest secrets, while also investigating the disappearance of their best friend.","

    Stars:
Troian Bellisario,
Ashley Benson,
Lucy Hale,
Shay Mitchell
","155,875",44.0,
3373,Liberi di scegliere,(2019 TV Movie),"
Crime, Drama            ",6.5,"
A judge decides to dedicate his life to go after the members of the Ndranghtea-mafia, when he meets a young heir who longs for a life without criminality.","
    Director:
Giacomo Campiotti
|
    Stars:
Alessandro Preziosi,
Nicole Grimaudo,
Carmine Buschini,
Federica Sabatini
",229,126.0,
8516, Valeria,(2020– ),"
Comedy, Drama, Romance            ",7.5,"
Add a Plot
","
    Director:
Nely Reguera
|
    Stars:
Diana Gómez,
Silma López,
Paula Malia,
Teresa Riott
",68,,
4752,Jack Whitehall: At Large,(2017 TV Special),"
Comedy            ",6.9,"
Fresh from hosting the Royal Variety Performance and starring in Bad Education and A League Of Their Own, this is your chance to catch Jack at his dynamic best.","
    Director:
Brian Klein
|
    Star:
Jack Whitehall
","1,898",67.0,
60,The Queen's Gambit,(2020),"
Drama            ",8.6,"
Orphaned at the tender age of nine, prodigious introvert Beth Harmon discovers and masters the game of chess in 1960s USA. But child stardom comes at a price.","

    Stars:
Anya Taylor-Joy,
Chloe Pirrie,
Bill Camp,
Marcin Dorocinski
","336,801",395.0,
3448,Layla Majnun,(2021),"
Drama, Romance            ",6.4,"
While in Azerbaijan, Layla, an Indonesian scholar, falls for Samir, an admirer of her work - but her arranged marriage stands in the way.","
    Director:
Monty Tiwa
|
    Stars:
Acha Septriasa,
Reza Rahadian,
Baim Wong,
Dian Nitami
",218,119.0,
9675, I [Heart] Arlo,(2021– ),"
Animation, Short, Adventure            ",,"
Add a Plot
","

    Star:
Michael J. Woodard
",,,
2059,Ssanggabpocha,(2020),"
Comedy, Fantasy, Mystery            ",8.1,"
A young man with an unique ability begins working for a centuries-old bar owner who resolves her customers' emotional troubles by entering their dreams.","

    Stars:
Hwang Jeong-eum,
Sung-Jae Yook,
Choi Wonyoung,
Lee Joon-hyuk
","1,414",70.0,
5625,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),(2015 TV Special),"
Comedy            ",6.8,"
Jen Kirkman's original comedy special delivers some sharp, hilarious truths about life at 40 as filmed at the North Door in Austin, Texas.","
    Director:
Lance Bangs
|
    Stars:
Jen Kirkman,
Kelly Patton,
Wilder S. Patton,
Carol Hickey
","1,442",78.0,
508,The Croods,(2013),"
Animation, Adventure, Comedy            ",7.2,"
After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.","
    Directors:
Kirk DeMicco,
Chris Sanders
|
    Stars:
Nicolas Cage,
Ryan Reynolds,
Emma Stone,
Catherine Keener
","200,206",98.0,$187.17M
8218, Country Comfort,(2021),"
Comedy, Drama, Family            ",8.2,"
While Tuck and Brody struggle with sibling rivalry, Bailey struggles to balance a big audition and a LeeAnn Rimes concert with Cassidy.","
    Director:
Kelly Park
|
    Stars:
Katharine McPhee,
Eddie Cibrian,
Ricardo Hurtado,
Jamie Martin Mann
",85,,
9969, AlRawabi School for Girls,(2021),"
Drama            ",,"
Add a Plot
","
    Director:
Tima Shomali
|
    Stars:
Salsabiela A.,
Joanna Arida,
Yara Mustafa,
Rakeen Saad
",,,
3312,Tactical Force,(2011),"
Action            ",4.8,"
A training exercise for the LAPD SWAT Team goes terribly wrong when they find themselves pitted against two rival gangs while trapped in an abandoned Hangar, armed with nothing but blanks.","
    Director:
Adamo P. Cultraro
|
    Stars:
Steve Austin,
Michael Shanks,
Michael Jai White,
Adrian Holmes
","5,739",91.0,
1630,Goo-hae-jwo,(2017–2019),"
Mystery, Thriller            ",8.1,"
A young girl coming to a small town with her family. And through tragic events getting involved with a religious cult.","

    Stars:
Jo Jae-yoon,
Ho-jin Chun,
Tae-goo Eom,
Esom
","1,046",60.0,
3100,Madaari,(2016),"
Adventure, Drama, Thriller            ",7.6,"
When Nirmal loses his family in a disaster caused by government corruption, he embarks on a journey seeking accountability and revenge.","
    Director:
Nishikant Kamat
|
    Stars:
Irrfan Khan,
Jimmy Sheirgill,
Vishesh Bansal,
Tushar Dalvi
","13,823",133.0,
1202,Wasp Network,(2019),"
Crime, Drama, Thriller            ",5.9,"
The story of five Cuban political prisoners who had been imprisoned by the United States since the late 1990s on charges of espionage and murder.","
    Director:
Olivier Assayas
|
    Stars:
Penélope Cruz,
Edgar Ramírez,
Gael García Bernal,
Ana de Armas
","9,135",127.0,
8160, Riverdale,(2017– ),"
Crime, Drama, Mystery            ",7.4,"
Worried about his future after high school, Archie seeks advice from Hiram; Veronica begins to spiral; Jughead confronts a critical accusation.","
    Director:
Claudia Yarmy
|
    Stars:
K.J. Apa,
Lili Reinhart,
Camila Mendes,
Cole Sprouse
",692,42.0,
2997,Chip and Potato,(2018– ),"
Animation            ",6.2,"
Chip, a 4-year-old pug puppy, takes her first steps towards independence at kindergarten with secret friend Potato-a teensy tiny mouse-at her side.","

    Stars:
Abigail Oliver,
Andrea Libman,
Briana Buckmaster,
Brian Dobson
",117,23.0,
4624,La Balada de Hugo Sanchez,(2018– ),"
Comedy, Drama            ",6.5,"
Hugo Sanchez is tasked with leading the Cuervos into the Duel of the Birds tournament despite his personal life pulling him back toward the family business.","

    Stars:
Jesús Zavala,
Mauro Mauad,
Ianis Guerrero,
Raúl Briones
",746,,
7323, Typewriter,(2019),"
Horror, Mystery, Thriller            ",6.6,"
Jenny and Sam's investigation into the Fakeer and the typewriter turns dangerous. As the blood moon rises, the Ghost Gang faces its ultimate challenge.","
    Director:
Sujoy Ghosh
|
    Stars:
Aarnaa Sharma,
Palomi Ghosh,
Mikhail Gandhi,
Palash Kamble
",130,,
5502,Anjelah Johnson: Not Fancy,(2015 TV Special),"
Documentary, Comedy            ",5.8,"
Angelah Johnson waxes about religion, married life, travel, and food among other topics in this new laugh out loud and family friendly stand up special taped live in California.","
    Director:
Jay Karas
|
    Star:
Anjelah Johnson-Reyes
",633,90.0,
6111,A god in ruins,,"
Drama, Western            ",,"
a movie about a racist clan","
",,,
6700, The Gift,(2019–2021),"
Drama, Fantasy, Mystery            ",7.9,"
Abstract painter Atiye crosses paths with Erhan, an archaeologist who discovered a mysterious symbol at the Göbeklitepe excavation site.","
    Director:
Ozan Açiktan
|
    Stars:
Beren Saat,
Mehmet Günsür,
Metin Akdülger,
Melisa Senolsun
",777,42.0,
4123,Namaste Wahala,(2021),"
Drama, Romance            ",5.1,"
A Nigerian woman and an Indian man won't let cultural differences get in the way of their romance.","
    Director:
Hamisha Daryani Ahuja
|
    Stars:
Ini Dima Okojie,
Ruslaan Mumtaz,
Richard Mofe-Damijo,
Joke Silva
",890,106.0,
5795,Zac Efron: The Ultimate Idol,(2009 Video),"
Biography            ",5.4,"
Get to know the real Zac Efron with this documentary that journeys to the star's real-life school and hometown, where longtime friends share their insights on the hunky High School Musical ...                See full summary »
","
    Director:
Shara Angell
|
    Stars:
Jeff Ballard,
Zac Efron,
Vanessa Hudgens,
Adam Shankman
",15,60.0,
3770,Upin & Ipin,(2007– ),"
Animation, Comedy, Family            ",5.8,"
Upin and Ipin the twin who live at kampung durian runtuh.watch their live with their friend and family in a happy village","

    Star:
Nur Fathiah Diaz
",313,7.0,
5548,Embedded,(2004 Video),"
Comedy            ",6.2,"
A play that chronicles the war in Iraq through satire and commedia dell'arte masks., which pokes fun at neo-conservatives such as Karl Rove, Condoleezza Rice, Dick Cheney, and Donald Rumsfeld.","
    Director:
Tim Robbins
|
    Stars:
V.J. Foster,
Brent Hinkley,
Jay R. Martinez,
Kate Mulligan
",214,97.0,
5135,Dragons: Rescue Riders: Huttsgalor Holiday,(2020 TV Special),"
Animation, Family            ",5.8,"
Odinyule, the feast of the Vikings sharing, begins with the snow. But if the Rescue Team does not step in, perhaps the tradition will be canceled due to extreme weather conditions.","
    Directors:
Greg Rankin,
T.J. Sullivan
|
    Stars:
Noah Kaye Bentley,
Brennley Brown,
Zach Callison,
Nicolas Cantu
",91,46.0,
3303,All Hail King Julien: Exiled,(2017),"
Animation, Short, Adventure            ",7.5,"
Julien's been dethroned and his kingdom is in trouble so now he has to fight his former brother Koto and free his subjects to get it back with help from his friends.","

    Stars:
Danny Jacobs,
Andy Richter,
Kevin Michael Richardson,
Jeff Bennett
",474,23.0,
7996, Virgin River,(2019– ),"
Drama, Romance            ",7.8,"
While Jack helps Mike zero in on Calvin, Mel and Doc investigate a mysterious outbreak that could be related to food poisoning. Hope learns a secret.","
    Director:
Tim Matheson
|
    Stars:
Alexandra Breckenridge,
Martin Henderson,
Colin Lawrence,
Benjamin Hollingsworth
",295,41.0,
6186,Axis Mundi,(2022– ),"
Adventure, Drama, Fantasy            ",,"
The main character, a medical student (Alex), meets a mysterious professor and his elite group of students. To his amazement, he discovers that, under the guise of scientific research, the ...                See full summary »
","
",,,
1510,Smurfs: The Lost Village,(2017),"
Animation, Adventure, Comedy            ",6.0,"
Annie the adventure She protected from citizens from a monsters from Ancient Greece.","
    Director:
Kelly Asbury
|
    Stars:
Demi Lovato,
Rainn Wilson,
Joe Manganiello,
Jack McBrayer
","19,549",90.0,$45.02M
9600, Fate: The Winx Saga,(2021– ),"
Action, Adventure, Drama            ",,"
Add a Plot
","

    Stars:
Freddie Thorp,
Sadie Soverall,
Theo Graham,
Jacob Dudman
",,,
9376, Surviving Death,(2021– ),"
Documentary, Reality-TV            ",4.5,"
A medium leads a séance, deeply moving a student. Plaster casts of ""spirit"" hands--physical manifestations of the dead--are explored.","
    Director:
Ricki Stern
",151,50.0,
6889, Aseudal Yeondaegi,(2019– ),"
Action, Drama, Fantasy            ",8.3,"
Sanung and the Saram propose an alliance with the Neanthal, a human-like race of monsters, but when things don't go as expected, Tagon takes command of the Great Hunt.","
    Director:
Won Suk Kim
|
    Stars:
Song Joong-ki,
Kim Ji-Won,
Eui-sung Kim,
Park Hyoung-soo
",202,80.0,
5775,The Residence,,"
Drama            ",,"
Inside the White House's staff residence and the lives workers share with the First Family.","
",,,
7551, Jupiter's Legacy,(2021),"
Action, Adventure, Drama            ",7.9,"
The perilous final leg of their journey pushes Sheldon's ragtag team to the brink. Walter reaches out to a questionable source to extract information.","
    Director:
Marc Jobst
|
    Stars:
Josh Duhamel,
Ben Daniels,
Leslie Bibb,
Andrew Horton
","1,114",56.0,
5618,Takizawa Enbujo Zero,(2020),"
Music            ",,"
A movie adaptation of the ""Takizawa Kabuki"" series, a super entertainment by Japanese starring Hideaki Takizawa since 2006. After Takizawa announced his retirement in 2018, he was reborn as...                See full summary »
","
",,139.0,
9387, Virgin River,(2019– ),"
Drama, Romance            ",7.4,"
Jack meets with a custody attorney and his stress begins to overwhelm him. Brady gets brought in for questioning. Muriel offers Doc advice.","
    Director:
Gail Harvey
|
    Stars:
Alexandra Breckenridge,
Martin Henderson,
Colin Lawrence,
Benjamin Hollingsworth
",159,44.0,
1175,AJ and the Queen,(2020),"
Adventure, Comedy, Drama            ",7.5,"
Ruby Red, a down-on-her-luck drag queen traveling across America, develops an unlikely sidekick named AJ.","

    Stars:
RuPaul,
Izzy G.,
Michael-Leon Wooley,
Josh Segarra
","7,137",52.0,
5519,Craig Ferguson: Tickle Fight,(2017 TV Special),"
Comedy            ",6.6,"
Cheeky comic Craig Ferguson keeps it casual as he discusses 1970's porn, Japanese toilets and his mildly crime-filled days as a talk show host.","
    Director:
Jay Chapman
|
    Star:
Craig Ferguson
",935,66.0,
6179,Grillo vs Grillo,(2017),"
Comedy            ",4.3,"
The Italian comedian-turned-politician Beppe Grillo, who is the founder of the country's Five Star Movement, reveals interesting truths about his country's government and his dual career so far.","
    Director:
Enzo Pirrone
|
    Star:
Beppe Grillo
",126,,
974,Velvet Buzzsaw,(2019),"
Horror, Mystery, Thriller            ",5.7,"
A satire set in the contemporary art world scene of Los Angeles, where big money artists and mega-collectors pay a high price when art collides with commerce.","
    Director:
Dan Gilroy
|
    Stars:
Jake Gyllenhaal,
Rene Russo,
Zawe Ashton,
Tom Sturridge
","56,534",113.0,
9832, Never Have I Ever,(2020– ),"
Comedy            ",8.1,"
Watching an ex with someone new tests Devi's resolve to be more mature. Fabiola struggles to stay true to herself and grows concerned for Eleanor.","
    Director:
Claire Scanlon
|
    Stars:
Maitreyi Ramakrishnan,
Richa Moorjani,
Jaren Lewison,
Darren Barnet
",322,,
5610,Fukrey Boyzzz: Space Mein Fukrapanti,(2020),"
Animation, Comedy, Family            ",7.3,"
Add a Plot
","
    Director:
Avinash Walzade
|
    Stars:
Manish Bhavan,
Amit Deondi,
Ketan Kava,
Viraaj Modgill
",7,74.0,
9430, Locke & Key,(2020– ),"
Drama, Fantasy, Horror            ",,"
Add a Plot
","
",,,
3282,Zambezia,(2012),"
Animation, Adventure, Comedy            ",5.8,"
Zambezia is a new feature film by Triggerfish Animation Studios about a young high-spirited falcon who journeys to the famed bird city of Zambezia.","
    Director:
Wayne Thornley
|
    Stars:
Leonard Nimoy,
Jeremy Suarez,
Abigail Breslin,
Jeff Goldblum
","6,867",83.0,
8251, Desenfrenadas,(2020– ),"
Comedy, Drama            ",7.7,"
Rocío feels conflicted about her future in medicine and her love life. Vera's passion overwhelms her at work and Carlota defends her friend.","
    Director:
Diego Martínez Ulanosky
|
    Stars:
Tessa Ia,
Bárbara López,
Lucía Uribe,
Coty Camacho
",40,,
9708, The House,(2021– ),"
Animation, Comedy, Thriller            ",,"
Add a Plot
","

    Stars:
Claudie Blakley,
Stephanie Cole,
Matthew Goode,
Mia Goth
",,,
9992, 1899,(2022– ),"
Drama, History, Horror            ",,"
Add a Plot
","
    Director:
Baran bo Odar
",,,
5367,Tom Papa: Live in New York City,(2011 TV Special),"
Comedy            ",7.2,"
Comedian Tom Papa hilariously talks about Facebook and other topics.","
    Director:
Rob Zombie
|
    Stars:
Max Macguire,
Rick Crom,
Skippy D,
Annette Benda Fox
",450,41.0,
6710, Good Girls,(2018–2021),"
Comedy, Crime, Drama            ",8.1,"
When Rio gives her an assignment, Beth is forced to take her kids with her. Under pressure from Turner, Ruby crosses a line there's no coming back from. Annie meets her new manager at Fine and Frugal.","
    Director:
So Yong Kim
|
    Stars:
Christina Hendricks,
Retta,
Mae Whitman,
Reno Wilson
",460,41.0,
4549,The Jungle Book,(2010– ),"
Animation, Adventure, Family            ",4.2,"
An adaptation of the Rudyard Kipling's ""The Jungle Book"", Mowgli, the boy who gets lost in the jungle now lives different adventures.","

    Stars:
Jimmy Hibbert,
David Holt,
Nigel Pilkington,
Emma Tate
",125,30.0,
1431,Inside Man: Most Wanted,(2019),"
Action, Crime, Thriller            ",5.6,"
An NYPD hostage negotiator teams up with a federal agent to rescue dozens of tourists held hostage during a 10-hour siege at the U.S. Federal Reserve.","
    Director:
M.J. Bassett
|
    Stars:
Aml Ameen,
Rhea Seehorn,
Roxanne McKee,
Urs Rechn
","3,439",105.0,
6106,Nick Thune: Folk Hero,(2014 TV Special),"
Short, Comedy            ",6.6,"
With help from his guitars, comedian Nick Thune regales the audience of Brooklyn's Bell Theatre with a collection of hilarious stories about his childhood, past romantic relationships and his experience with a burning building.","

    Star:
Nick Thune
",95,43.0,
8598, The Hollow,(2018–2020),"
Animation, Drama, Family            ",8.0,"
Add a Plot
","
    Director:
Greg Sullivan
|
    Stars:
Ashleigh Ball,
Connor Parnall,
Adrian Petriw,
Alex Barima
",50,,
7312, Queer Eye,(2018– ),"
Reality-TV            ",8.6,"
His 10-year-old daughter calls him a ""man child."" But can this larger-than-life single dad grow up and become the adult she needs him to be?","
    Director:
Hisham Abed
",238,,
3412,Sound & Fury,(2019),"
Animation, Short            ",6.4,"
A post-apocalyptic anime music film featuring Sturgill Simpson's album with the same name as its soundtrack.","
    Directors:
Michael Arias,
Masaru Matsumoto,
Junpei Mizusaki,
Kôji Morimoto,
Elsa Nakamichi,
Henry Thurlow
|
    Star:
Chiyuki Kanazawa
","1,587",41.0,
3799,Here to Heart,(2018– ),"
Drama, Romance            ",7.4,"
After ten years of separation, a man and a woman struggle to rebuild their relationship.","

    Stars:
Hans Zhang,
Janine Chun-Ning Chang,
Chao Jing,
Zhou Qi Qi
",173,,
2633,Destry,(1954),"
Western            ",6.7,"
A dishonest mayor and powerful criminal dominate a small western town. But when the town's sheriff dies under mysterious circumstances, Tom Destry, son of a famed gunman, is called in to put an end to the corruption.","
    Director:
George Marshall
|
    Stars:
Audie Murphy,
Mari Blanchard,
Lyle Bettger,
Thomas Mitchell
","1,318",95.0,
5942,Året der gik,(2020 TV Special),"
History, Music, Talk-Show            ",,"
Add a Plot
","

    Stars:
Stéphanie Surrugue,
Kåre Hjøllund Quist,
Søren Brostrøm,
Mette Frederiksen
",,134.0,
5965,Dance & Sing With True,(2018– ),"
Animation, Family, Musical            ",,"
Add a Plot
","
",,,
9198, Power Rangers: Dino Fury,(2021),"
Action, Adventure, Comedy            ",,"
Add a Plot
","

    Stars:
Russell Curry,
Hunter Deno,
Kainalu Moya,
Tessa Rao
",,21.0,
4328,CAT. 8,(2013– ),"
Action, Adventure, Drama            ",4.4,"
An untested global defence system triggers a swarm of devastating solar flares, resulting in catastrophic earthquakes and ferocious magnetic storms; an unprecedented CAT. 8 Armageddon. Can we stop the annihilation of the human race?","

    Stars:
Matthew Modine,
Maxim Roy,
Ted Whittall,
Trevor Hayes
","1,220",180.0,
1924,Herushingu,(2001–2002),"
Animation, Action, Fantasy            ",7.9,"
A British taskforce, lead by the daughter of the vampire hunter Prof. Van Helsing, battles the supernatural with the aid of two vampires.","

    Stars:
Jôji Nakata,
Yoshiko Sakakibara,
Fumiko Orikasa,
Steven Brand
","15,227",23.0,
4306,ReMastered: The Miami Showband Massacre,(2019 TV Movie),"
Documentary, Crime, Music            ",7.0,"
In 1974, while on the way home from a gig, the apolitical rock group, The Miami Showband, fell into the crosshairs of a Protestant unionist paramilitary group that planted explosives on their bus when it was stopped at a fake checkpoint.","
    Director:
Stuart Sender
|
    Stars:
Stephen Travers,
Bertie Ahern,
Alan Brecknell,
Anne Cadwallader
","1,168",71.0,
4957,Nada a Perder 2,(2019),"
Biography, Drama            ",3.3,"
Part 2 of Edir Macedo's self-financed biopic.","
    Director:
Alexandre Avancini
|
    Stars:
Petrônio Gontijo,
Day Mesquita,
Beth Goulart,
Dalton Vigh
",618,96.0,
7280, Jupiter's Legacy,(2021),"
Action, Adventure, Drama            ",7.0,"
Brandon and Chloe clash with their dad after the Blackstar incident. In 1929, Sheldon confronts a reporter over an exposé on the family business.","
    Director:
Steven S. DeKnight
|
    Stars:
Josh Duhamel,
Ben Daniels,
Leslie Bibb,
Andrew Horton
","1,300",35.0,
6465,The House of Spirit,(2001),"
Documentary, Short            ",,"
Shao Fang and her late husband, Sheng Pao, were invited to apprentice with Frank Lloyd Wright in the late 1940s. Later, in Williams Town, West Virginia, this Chinese couple designed and ...                See full summary »
","
    Director:
Weimin Zhang
",,43.0,
2222,Mademoiselle de Joncquières,(2018),"
Drama, Romance            ",6.9,"
Fooled by a notorious libertine, a widow plans her revenge.","
    Director:
Emmanuel Mouret
|
    Stars:
Cécile de France,
Edouard Baer,
Alice Isaaz,
Natalia Dontcheva
","3,033",109.0,
97,Arrow,(2012–2020),"
Action, Adventure, Crime            ",7.5,"
Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.","

    Stars:
Stephen Amell,
Katie Cassidy,
David Ramsey,
Susanna Thompson
","414,712",42.0,
1507,Players,,"
Comedy, Romance            ",,"
New York sportswriter Mack who spent years devising successful hook-up ""plays"" with best friend Adam and crew, unexpectedly falls for one of the targets and learns what it takes to go from simply scoring to playing for keeps.","
    Director:
Trish Sie
|
    Stars:
Tom Ellis,
Gina Rodriguez,
Damon Wayans Jr.,
Joel Courtney
",,,
4201,My Father's Dragon,(2022),"
Animation, Adventure, Comedy            ",,"
Elmer Elevator searches for a captive Dragon on Wild Island and finds much more than he could ever have anticipated.","
    Director:
Nora Twomey
",,,
427,Maniac,(2018),"
Comedy, Drama, Sci-Fi            ",7.8,"
Two strangers are drawn to a mysterious pharmaceutical trial for a drug that will, they're assured, with no complications or side-effects whatsoever, solve all of their problems permanently. Things do not go as planned.","

    Stars:
Jonah Hill,
Emma Stone,
Sonoya Mizuno,
Justin Theroux
","69,384",386.0,
6753, Power Rangers Beast Morphers,(2019–2020),"
Action, Adventure, Drama            ",8.7,"
Nate develops new technology from a captured Gigadrone and Devon struggles with fully trusting his team.","
    Director:
Riccardo Pellizzeri
|
    Stars:
Rorrie D. Travis,
Jasmeet Baduwalia,
Jacqueline Scislowski,
Abraham Rodriguez
",43,,
835,Hot Girls Wanted,(2015),"
Documentary            ",6.1,"
A documentary about young women who have been drawn into the sex trade - and how easy it is for a web-savvy generation to end up making porn.","
    Directors:
Jill Bauer,
Ronna Gradus
|
    Stars:
Tressa Silguero,
Riley Reynolds,
Rachel Bernard,
John Anthony
","16,677",84.0,
1077,Ezel,(2009–2011),"
Crime, Drama, Thriller            ",8.6,"
Betrayed by his trusted friends and the woman he loved, Ömer Uçar returns as Ezel to exact his vengeance.","

    Stars:
Kenan Imirzalioglu,
Cansu Dere,
Yigit Özsener,
Baris Falay
","29,151",90.0,
6949, The Good Place,(2016–2020),"
Comedy, Drama, Fantasy            ",7.8,"
Michael and Jason hatch a plan. Eleanor learns firsthand the difficulties of running the neighborhood.","
    Director:
Beth McCarthy-Miller
|
    Stars:
Kristen Bell,
William Jackson Harper,
Jameela Jamil,
D'Arcy Carden
","1,548",22.0,
